Varient_Name,Average_stars,Review_title,User_rating,Review_description
Yamaha FZS 25,4.1,Why you should buy Yamaha.,5,Don’t have sleeper clutch
Yamaha FZS 25,4.1,Good Performance Bike,4,It's the best comfort and performance bike in this price segment. It has good power when compared to other bikes in the same price range.
Yamaha FZS 25,4.1,Great Bike,4,"GREAT BIKE, GREAT ENGINE, GREAT BRAND, VALUE FOR MONEY IN THE 25O CC SEGMENT. LOOKS GREAT AND IS BEST FOR A CITY RIDE. "
Yamaha Fascino 125 Fi Hybrid,4.2,Great Bike.,5,"Best in class and styling is best in class, mileage is also good."
Yamaha FZS-FI V3,4,Pocket Friendly Bike,4,This bike is fantastic at a reasonable price with a variety of features and best ride comfort and the best average.
Yamaha RayZR 125 Fi Hybrid,3.9,I Am Trying To Purchase This Scooter,3,A good vehicle for a girl to choose from. I am trying to purchase this scooter.
Yamaha RayZR 125 Fi Hybrid,3.9,Nice Mileage,4,"Very good scooter for load, very nice mileage, nice brakes, very nice colours and the riding is also good. "
Yamaha RayZR 125 Fi Hybrid,3.9,Pretty Good Scooter,4,"Everything is pretty much better than any other scooters in this price and 125cc segment, except the bodywork. Yamaha must think about it. Worst bodywork I have seen in a scooter. Only weak body problem. Otherwise, the scooter is best In performance and looks without its bodyguards, as they break the cheap body panels after being hit by something. "
Yamaha Fascino 125 Fi Hybrid,4.2,Fantastic Scooter.,4,This is a fantastic scooter but great stylish body. Matt finish also looks very good.
Yamaha RayZR 125 Fi Hybrid,3.9,Good vehicle ,3,The fibre fittings can be better as it is a fibre body it makes lots of sound from the back seat and the front body fitting can be better as its become lose because of accessories and there are some minor things like the hinge of the seat can be more rigid and so on these are the major things that I need to point out but apart from these the vehicle is good and smooth to ride and the features are much better than any other scooter.
Yamaha RayZR 125 Fi Hybrid,3.9,Good Looking And Beautiful Design,4,"Beautiful design with good looks. Its LED meter display is also good. The seat is also comfortable, and the footrace area is also good. The fuel tank under the seat is not good."
Yamaha R15S,4.6,Super Cool Bike With Stunning Looks,5,The R15 V3 is a super cool bike. It looks stunning and has the best for its class. The handles well and still return impressive fuel-efficiency figures.
Yamaha MT 15 V2,4.2,Excellent Performance,4,"This bike has a nice design, a great engine, and excellent performance in this price segment. The mileage is also great. "
Yamaha RayZR 125 Fi Hybrid,3.9,Good Bike,4,"Good stylish, performance, design language is quite retro,125cc engine is refined. "
Yamaha MT 15 V2,4.2,This Bike Has A Nice Design,4,"This bike has a nice design, a great engine, and excellent performance in this price segment. The mileage is also great, and great features."
Yamaha RayZR 125 Fi Hybrid,3.9,Easy To Ride,5,"It is very easy to ride this, best brake, no sound, and mileage are good. I recommend everyone to buy this bike without thinking. "
Yamaha MT 15 V2,4.2,Awesome Bike,5,"It is an awesome bike. Its comfort, look, and performance are so good in this price range."
Yamaha MT 15 V2,4.2,Great Bike ,5,"This bike has a nice design, a great engine, and excellent performance in this price segment. The mileage is also great, great bike at this price, great features."
Yamaha MT 15 V2,4.2,Quite Nice,5,The bike is quite nice with the best features and engine as well as performance and looks. The best bike you can afford at the best price.
Yamaha MT 15 V2,4.2,Awesome Bike,4,"Its bike is awesome, and its pick-up, speed is better than other bikes. Its performance is awesome."
Yamaha R15S,4.6,Amazing Bike with great Features And Good Budget,5,"Yamaha YZF R15 V3 is a sports bike available in 3 variants in India. Its lowest version starts from a price of 1,45,900 (ex-showroom) and the top version from a price of 1,47,900 (ex-showroom). Yamaha YZF R15 V3 generates 18.3 BHP of power and 14.1 nm of torque from its 155CC engine. The single-cylinder engine of YZF R15 V3 has a 6-speed manual gearbox. With both rear and front disk brakes, the top variant of Yamaha YZF R15 V3 also has an anti-locking braking system. This 142 kg bike is available in 3 colours."
Yamaha R15S,4.6,Best bike,5,One of the best bike yamaha r15 v3 and it have 19.3 bhp in 155cc segment one of the powerfull bike and i love it
Yamaha R15S,4.6,Awesome Bike with great Features,5,Awesome performance bike really I like the bike because never ever I have seen like this really appreciate awesome. I wanted to buy the bike but I can't awesome graphics engine suspension really company did really great job thanks to all that they make a bike of middle-class peoples seeing and thinking in low budget thanks for all/
Yamaha MT 15 V2,4.2,Best Bike In The 155 cc Segment,4,"One of the best and first-in-class bikes in the 155cc segment. It is usually supportive for both city and long tours, so no one can worry about going for long rides"
Yamaha R15S,4.6,I have  2 yamaha YZF R15 V3 ,5,Its gives a very good average and its good looking bike and its  engine are very fast. It gives a very nice speed.
Yamaha MT 15 V2,4.2,Most Stylish And Affordable Bike For Riders.,4,"This is the most comfortable bike for students as well as riders. Its price to awesome and its mileage and body structures win my heart at first sight. wow, check it now you will be a fan of this bike at first sight. "
Yamaha FZ 25,4.4,excellent experience. Total worth for cost.,5,"There is no word in my dictionary to explain the experience of this bike. Superb riding comfort, mileage, and pickup are awesome. Easy for handing and overriding."
Yamaha R15S,4.6,Best bike in India with 150CC bike for long drive.,5,It's one of the most stylish bike in India. I like it because its sitting gesture too good. This bike is best performance with great fuel economy with great riding comfort. In all over India 150CC bike R15 is my favorite with improved body features and good specification.
Yamaha FZ 25,4.4,Yamaha FZ 25,5,This bike is the best bike a complete family type of bike and friends type of bike and the best racing bike for the future and also gives you the best mileage.
Yamaha FZ 25,4.4,Yamaha my choice ,5,Excellent bike specification totally superb performance.
Yamaha FZ 25,4.4,Its my favorite bike call of blue,5,FZ series is awesome from Yamaha it has very stylish looks and gives you wonderful performance and mileage.
Yamaha FZ 25,4.4,Great bike by Yamaha with good features,5,This bike is perfectly awesome. There are many features in this bike which I like. I will give 5 out of 5 because of the looks and features.
Yamaha FZ 25,4.4,Superb Engine,5,An awesome bike I am looking for the red color 
Yamaha FZ 25,4.4,Excellent Bike,5,Good bike for all the riders six-speed gearbox .and slipper clutch.
Yamaha FZ 25,4.4,A Perfect Bike,5,This bike is too good for city condition and long touring available at an affordable price with best features and comfort level. 
Yamaha R15S,4.6,Power Look Performance,5,In 155CC engine the power was amazing. Look like under 200 CC category bike the king.
Yamaha R15S,4.6,Excellent bike.,5,"This is a killer bike in this price range with Its incredible performance. This is my favorite bike and its engine is so smooth and features uploaded. Yes, Yamaha."
Yamaha R15S,4.6,Very Cool Bike,5,This bike is too good. Its mileage is too good. It is very smooth. It is very fast and it is so classic.
Yamaha FZ 25,4.4,No Features as compared to other bikes,1,"This bike doesn't have more features as compared to other bikes. No oil indicator,low battery,  gear shift and  no coolent . One of the main thing is that its head light dont look attractive . Its head light should be given big enough as compared to its body and one and the last thing it has only 5 gear shift. Its should have 6 gear shift as compared to other bikes. Exhaust should be large and long which will make the bike more attractive. No Abs."
Yamaha FZ 25,4.4,Completer 5000 kms,5,"Its been almost 2 months and 5000 kms with my fz25, and the news is good. The bike is in my parking looking fresh after the second service, which only cost me 1200/-."
Yamaha FZ 25,4.4,Engine Noise and Awkward Vibration,3,"I have rode my bike past 1500 km, I had given it for first service at 990 km. All the time, there was this Engine Rattling noise even at idle. This seems awkward as this mixes with exhaust note and spoils the feel. Also, there is weird zone between 4000 and 4500 rpm where the foot pegs and body suddenly starts vibrating giving an uncomfortable feeling during the ride. "
Yamaha FZ 25,4.4,Really bad experience!!,2,I am riding this bike since 7 months and it has done around 8500 kms in total.. but my experience and for its controlling and maintaince is pathetic..
Yamaha FZ 25,4.4,Fz250 best bike ,5,"I think its very nice bike, comfort is good,  best in looking and good sound full feel like 250cc "
Yamaha FZ 25,4.4,Very good bike,5,"very nice bike, i have this bike and it giving the best performance, Getting very good mileage minimum 38 kmpl as i ave done only 1 service as of now, and i expect more mileage after my second service"
Yamaha FZ 25,4.4,Don&#39;t ride elephant. Don&#39;t ride toys! ,5,"Take a ride of it absolutely pure bliss. It may be long else City it takes you to feel Wow! Value for money. One con of the bike is lack of abs, but it won't matter brakes are quite decent perfect. Throttle of the bike is lit????"
Yamaha FZ 25,4.4,Best 250 cc affordable bike,5,"I don't know why people gave it one star and 2 star, why these negative reviews are here. This is really beast in this segment, I also like the power delivery and braking. You can always trust Yamaha engine and handling. After sale service is not upto the mark, but performance of bike is really good. It's been more than 6 months with this bike and I rode around 6000+ km and I feel no trouble except some servicing issues."
Yamaha FZ 25,4.4,Try to read it fully ,4,Hi dudes when i was planning to buy a bike i read all reviews so i know the value of my review here is my point of view about my fz-25:
Yamaha FZ 25,4.4,Beast of the road,5,Enough power to compete with all leading brands present in india.
Yamaha FZ 25,4.4,All in all a power packed performer,4,"I am writing this review after using this bike for 2 months,on city roads, with a mileage of 1100kms.. till now I have not experienced any serious issue, the pick up is absolutely savage, the riding position is comfortable, overtaking looks like a cakewalk.. only add ons that the company can think about is the ABS and possibly a gear indicator on the display console. The headlights are decent enough, the looks are seriously attractive , they turn heads(i have a black colour bike).. overall it's totally worth every penny and arugaubly the best 250cc bike in this range. "
Yamaha FZ 25,4.4,The Demon.,5,"The seating position is awesome & the initial power is better than ns200, the Breaking is good. I think Abs is affordable. "
Yamaha FZ 25,4.4,Powerful street fighter with best in class ,5,"Powerful street fighter in segment of Rs. 1.50 lacks. No comparison with another 200 cc - 250 cc machines,that's why it is best in class. Excellent acceleration and also breaking system doing a good job. You extended your  love when its start and exhaust note is loud with lovely bass. Awesome Ride feeling in highway as well as in city traffic. In city traffic bike little bit hit up, but it's ok for the fz25. I never found any herder cons about this machine. Servicing cost are affordable and the most important is mileage, that approximately 35 to 38 kmph overall. "
Yamaha R15S,4.6,Nice bike,5,"It is the best in 150 to 200 segments in smoothness,top-end, updated function, good balance. One will never ever get tired of riding it .R15 V3. "
Yamaha FZ 25,4.4,Yamaha is back!!!,5,its good to see yamaha back in 250 cc bike..they have sports bike yamaha but only 150 cc thats not so good as expected but now with this #beast I can say that #Yamaha is BACK!!! Blue and Black colour variant is the best colour the graphics in this bike is osm!!! Headlight and Tail light is very osm..it is osm to see that the remove light switch!!! this is osm...!! #Yamaha FAN!!!!
Yamaha FZ 25,4.4,AWESOME,5,"guys this bike is incredeble, bought it last month."
Yamaha R15S,4.6,It's mind-blowing,5,Excellent Power in this Segment
Yamaha FZ 25,4.4,Love u Yamaha,5,Super Bike just bought today.Very fast acceleration better than duke 200 and duke 250(Proved in power Drift youtube video).Blue core technology so better milage than other bikes in 200cc and 250 cc segment.Looks are also good.It weight is 148 lighter compare to other bikes in 250cc.
Yamaha FZ 25,4.4,Performence and millage,4,"I took test drive its really comfortable and amazing performance compare to other 200-250 series bikes,  so planing to take fz25 , the thing is still am not get exact millage . can any body please reply on its millage. "
Yamaha FZ 25,4.4,"Top End Speed low, Lack of 6th Gear.",3,"I did my bike's first service at 1050 km. After first service for few days engine was feeling  smooth but after some time it started to feel same as before. It starts vibration at 6000 rpm. My other concern is related to lack of 6th gear or ""top speed end"". If you ride this bike in city up-to 80-90km/hr than it feels ""OK"" but  If you ride on highway above 100km/h you feel like bike is struggling to get top end. So there should be 6th gear definitely. One of my good friend having Mahindra mojo(has 6th gear)  decided to ride along. Mojo was very smooth till 100km/h and higher in 5th gear but fz25 was struggling. No doubt Fz25 reaches 120+ km/hr but not that much smoothly. "
Yamaha R15S,4.6,This is my favorite bike,5,I really love this bike... This is a beautiful bike... This the most lovely bike in Yamaha company... This is the most attractive bike... In Yamaha... This is very fast and fabulous and this is the most valuable bike in this range...
Yamaha R15S,4.6,Best bike In This segment,5,Best bike in this segment.
Yamaha R15S,4.6,Excellent experience,5,Very nice and comfortable ride.
Yamaha R15S,4.6,Awesome Bike,5,I bought it last year and till I never thought that its good in any way and hence you can feel the throttle response. It goes seriously very fast in this 150CC range.
Yamaha R15S,4.6,Excellent Bike,5,It is a very good bike. It is very good for a long ride very comfortable. It has good mileage in both city snd highway.
Yamaha R15S,4.6,Awesome Bike,5,R15 have high BHP.  With 200CC bikes because of the Yamaha R15 win all the battle in 150 segment bike.
Yamaha R15S,4.6,Awesome Bike,4,Guy's this is a complete package for your daily basis and awesome for college students.
Yamaha R15S,4.6,Boss look Bike,5,The bike is very good and the looks of bike is attractive.
Yamaha R15S,4.6,Super duper bike ...,5,Superexcellent bike any racers bicker then RV3 super-duper bike. I will tell people to buy this bike.
Yamaha R15S,4.6,Comfortable bike,5,The bike is awesome and very comfortable for long rides.
Yamaha R15S,4.6,Best in its class.,5,Best in its class as for the money gives the performance and looks required for a bike and also satisfied with the company.
Yamaha R15S,4.6,Best in the performance.,5,Mileage is better and the best bike for me is the third version of R15V3. Best for racing and vlogging I have seen a good and better performance. 
Yamaha R15S,4.6,Best bike.,5,This is the best bike in the segment with a great performance in the segment.
Yamaha R15S,4.6,Best bike,5,"The bike is impressive with superb looks, power output, and mileage too. It is a little bit overpriced but worth the money."
Yamaha R15S,4.6,Best in class.,5,This is an excellent sports bike which offers a great fuel economy and the looks are also the best in the class.
Yamaha R15S,4.6,Best bike.,4,This bike has no comparison in the segment in terms of performance. 
Yamaha R15S,4.6,Value for Money.,5,Very nice performance and looks value for money bike. It gives me a mileage of around 45 km/l. It is the perfect choice.
Yamaha R15S,4.6,Awesome Bike,5,Awesome bike in the budget. Having a low maintenance cost.
Yamaha R15S,4.6,Excellent bike.,5,This bike is best in performance and looks and brand did it best. The ride experience and quality are superb.
Yamaha R15S,4.6,Nice Bike.,4,Nice bike with a great look and pickup is also very quick. Maintenance cost is also affordable according to its segment.
Yamaha R15S,4.6,Best in the class.,5,It was an awesome bike and it's looks like a beast in this 150cc engine.
Yamaha R15S,4.6,Great bike,5,"The bike has great looks and the ride experience is amazing, feels like a racing bike while riding."
Yamaha R15S,4.6,Great bike,5,"This is the best bike in the segment and the mileage is superb. The pickup, handling, and braking are great except the head-light."
Yamaha R15S,4.6,The pricing of yzf r15 v3 is finominal at 1.68 ex showroom mprbi,5,The pillion comfort is not so bad. It also gives an absolute mileage of 45-50 K.m.per liter. It also has a slipper clutch and dual channel abs.
Yamaha R15S,4.6,Beast Bike ,5,I like the way this beast look and it has a top speed of 150 that is very fast for a 150 CC engine. It can beat KTM RC 200 also because of its top speed just loved this bike. 
Yamaha R15S,4.6,Good Design.,5,Looking good smart and good to ride and for sport. Heavy designed bike.
Yamaha R15S,4.6,Great bike,5,The bike has great looks.
Yamaha R15S,4.6,Nice Bike.,5,"This bike is a very good bike in the range of 150cc. This bike mileage is very good, and the power of the bike is very good in the 155cc engine."
Yamaha R15S,4.6,Awesome Bike,5,This is not a bike. This is an emotion for all Yamaha's lover. It is a fully loaded racing bike... No comparison... 
Yamaha R15S,4.6,Awesome Bike,5,"The best bike ever, so comfortable, style look and reasonable price. You can go for this bike if you are planning in a 1 to 1.5 lakh range."
Yamaha R15S,4.6,Nice bike,5,The best and powerful bike in the segment
Yamaha R15S,4.6,Condition superb ,5,"Superb bike, attractive look, but the price is high, but it's ok, need improvement in throttle, perfect bike for teenagers."
Yamaha R15S,4.6,Awesome Bike,5,"A lot of bike in this 150CC. But, Yamaha just give the best at this segment, even they disappointed on R125 and R25 not released in India,(waited so long for R125 on my teenage, final I saw it on Portugal OMG)."
Yamaha R15S,4.6,Mind blowing Bike,5,Excellent bike super speed and nice suspension all is very good mileage is nice and nice girp stylish look.
Yamaha R15S,4.6,Awesome bike.,5,"The amazing bike, I really felt love with this bike. When I got a first to look of it really mind-blowing bike colour is the best of all."
Yamaha R15S,4.6,No.1 best. Good. Better,5,"Excellent No.1 best, good, better than CBR Apache, and all bike price in this segment."
Yamaha R15S,4.6,Excellent service,5,I like the bike and you guys helped me a lot to select the right bike by giving an option to compare and review the things.
Yamaha R15S,4.6,Awesome Bike with great features,5,"Awesome bike for riding gives comfort while riding and also gives rider feeling, it is just awesome. It is a good choice to buy."
Yamaha R15S,4.6,Good and super,5,Good bike and very good condition. I am already seeing the new model then.
Yamaha R15S,4.6,Glamorous Beast,5,Never expected such a powerful sports bike in such an affordable range...Yamaha did it with R15 series and V3 is the best design among all.
Yamaha R15S,4.6,Pop bike,4,"This is the best bike in terms of value for money and sporting, It gives mileage of 38kmpl in the city, the bike has smooth gears shifting mechanism."
Yamaha R15S,4.6,Very nice bike,4,Power is very good. but not comfortable.Mileage is also good and it is smooth
Yamaha R15S,4.6,Best bike,5,Superb performance......and best-looking bike from the starting but body structure is Little bit bulky skinny guys look very ugly on this bike 
Yamaha R15S,4.6,Cool Bike,3,I purchased dark night version in 2017 September. Performance and Mileage are awesome as I am getting 47km/ltr and no major expense till now except chain sprocket. It runs 20000km so far and the engine is stable. Looking forward to the next few more years with my second 2GF.
Yamaha R15S,4.6,Nice Bike ,4,The bike looks super cool it comes with amazing power and braking system although there are some of its minus points like the handle position if very bad for long rides compare to gixxer which provides sorry comfortable handling 
Yamaha R15S,4.6,Good quality bike,5,Good suspension and good sitting position and enjoyable ride and best looking on its segment and good services
Yamaha R15S,4.6,Nice Bike.,3,Very nice bike with the heavy engine. Comfortable seat for long rides and nice cruise bike in India with bs6 variant.
Yamaha R15S,4.6,Good Bike.,5,The looks of this bike are very good and the performance of the engine is very good.
Yamaha R15S,4.6,Great bike,5,"The car is great in its segment and is available at an affordable cost. The bike has great features and sports great design, and nice looks."
Yamaha R15S,4.6,Nice Bike ,5,Poor bike and the engine is not good
Yamaha R15S,4.6,Best in design.,5,One of the best bikes around this segment the aerodynamic design it really works against the wind. When compared to version 2.0 and the performance is very much better and I can feel it.
Yamaha R15S,4.6,Love yahama,5,Very nice structure of this bike. It is so easy to ride that I feel like I am riding on the race track.
Yamaha R15S,4.6,Best bike ,4,The Fabulous bike recently released .best for long trip .. only for duo ride .. one of the best sports bike 
Yamaha R15S,4.6,Nice bike,5,Very good bike good ride for men. The Yamaha YZF-R15 is a single-cylinder sportbike made by Yamaha Motor Company since 2008. 
Yamaha R15S,4.6,Awesome price segment bike ,5,"Awesome bike in this price segment, it has a great feature and looking awesome their graphic design is also good"
Yamaha R15S,4.6,Best bike of the year,5,"I love this bike... A most popular sportbike, I have a book now to buy this bike next week."
Yamaha R15S,4.6,Just awesome bike,5,"This bike is great. I have bought this bike over one year ago and I have experienced bliss, it’s great to handle."
Yamaha R15S,4.6,Best price,5,"Best bike in this price, this bike has more speed and its look are awesome in red and black color."
Yamaha R15S,4.6,Awesome Bike,5,"One of the most powerful bike in the 150 cc segment, Yamaha really did not go wrong with this bike, but if Indian version could be provided with USD forks and a bit hard suspension it would be awesome, I know things were taken out to reduce the cost of the bike on Indian road but Yamaha could have provided these items in a special package for those who would want to buy it,"
Yamaha R15S,4.6,Amazing bike with top speed,5,"Good price and amazing R15 new look comfortable for raiding, and its top speed per KM hour is amazing."
Yamaha R15S,4.6,Best Bike,5,Very stylish bike with excellent design and power.
Yamaha R15S,4.6,Wonderful Bike,5,The wonderful bike I love this machine.
Yamaha R15S,4.6,Awesome bike with fantastic colour.,5,"This bike is so awesome, and the vehicle of the sound is too good like a beast. And this bike self start that is wow, the bike colour is fantastic."
Yamaha R15S,4.6,Good Bike,5,"Yamaha R15 V3 has the best performance within the 150CC segments. Though the price is a bit high, its worth it. Performance and handling are great. I am getting 50 kmpl mileage on highways."
Yamaha R15S,4.6,Awesome bike,5,It's my all-time favourite. I loved this bike as it's a good budget varying bike and its mileage was awesome.
Yamaha R15S,4.6,Best Bike,4,The bike which brought a revolution in the Indian sports bike market. as has now it done have any competition you might think that KTMRC 125 give a competition.
Yamaha R15S,4.6,Poor Features,5,"Good bike but the small engine, need to install 250CC engine in this beast. Light quality is also bad."
Yamaha R15S,4.6,Excellent Bike,4,"I have been using this bike for almost 1.5 years and it's awesome! Best features and handling with quick torque!! Have been using in Blue colour and have ridden for almost 10,000 km for now. It's not easy to ride for more than 50 km at stretch but the way it will go is Zoom."
Yamaha R15S,4.6, Gives Good Control ,5,It is a very good bike and easy to control. This bike is a popular bike among youngsters. It's very fast. 
Yamaha R15S,4.6,Awesome Bike,4,Very good looking bike. Some major improvements from the company in the latest series . The suspension of the bike is great.
Yamaha R15S,4.6,Nice Mileage ,5,"It is a very good bike. It has a good pickup. It gives a good mileage of 40-45 KMPL, which is more than the company claims."
Yamaha R15S,4.6,Great Performance ,4,"This bike is good in Mileage and performance. The top speed of the bike is around 118 KMPH, which is awesome. It has good gear shifting and mileage for the city is 45 to 48km at the speed of 50 KMPH."
Yamaha R15S,4.6,Awesome Bike with Awesome Features ,5,This the best bike. it is good to ride and looks are really awesome.
Yamaha R15S,4.6,Good Bike ,5,"This bike is a wow bike, it gives good mileage and has sporty looks, good performance and the best bike among other bikes. "
Yamaha R15S,4.6,Great Bike.,5,"R15 V3 is a good looking bike. It's a very good bike at an affordable price, good pick up as well we can easily drive. It is having a good engine and tyres."
Yamaha R15S,4.6,Great Bike.,5,"The good bike, I like this bike because of the new and good features."
Yamaha R15S,4.6,Awesome Bike,4,"This bike is awesome, I mean its looks and features are superb like slipper clutch, fully digital multi-information display, and more."
Yamaha R15S,4.6,Great Bike,4,R15v3 this is the latest version of the R15 series. The bike is a sports bike like R1. The bike engine and power are great. This is a 155 CC bike and the max BHP of this bike is 19p and the mileage of this bike is good. This bike is not comfortable.
Yamaha R15S,4.6,Best Bike,5,This is a great bike with nice comfort and mileage.
Yamaha R15S,4.6,Excellent bike,5,Excellent bike with nice comfort and good design.
Yamaha R15S,4.6,Wonderful Bike,5,"The best power bike for 150 CC and best millage bike. I ever have seen this bike, the look is so fantastic and the riding position is wonderful."
Yamaha R15S,4.6,Nice Bike,5,Best sports bike ever in this price segment.
Yamaha R15S,4.6,Best Bike,5,"Best bike ever to ride, the suspension and the acceleration of the Yamaha YZF R15 version is best to buy and the seaters are long and wide enough, the front and back brakes are are great."
Yamaha R15S,4.6,Awesome Bike,5,Awesome and powerful machine with amazing features.
Yamaha R15S,4.6,Nice Bike,5,"Awesome bike, I used from last 3 months and still running well with awesome comfort and still looks new."
Yamaha R15S,4.6,The Best One.,5,Very good bike. Most beautiful look and also the smooth engine. Best mileage and price. It's the number one bike in my life.
Yamaha R15S,4.6,Best Bike.,5,Best bike at this price range and it gives me a good mileage over 45kmpl. Looks are very sharp and sporty.
Yamaha R15S,4.6,Best Bike,5,"Superb bike in design, performance, technology, best in the category, engine quality is just amazing."
Yamaha R15S,4.6,Poor Bike.,3,Tremendous bang for bucks. But very uncomfortable riding position especially for tall people. Fairing kit quality is very bad. Cheap plastic everywhere. 
Yamaha R15S,4.6,Awesome Bike,5,"Superbike and comfortable, because this bike seat is very comfortable and smooth and this bike is very powerful."
Yamaha R15S,4.6,Good Bike ,4,"This bike has good power, awesome looks, great handling. The seating position is not that much good for city riding. After 7000 rpm it fly like anything. Build quality is also great."
Yamaha R15S,4.6,Super Bike,5,This bike is the fastest bike in this segment.We are getting sport bike in a very cheap price with lots of features.
Yamaha R15S,4.6,Beast Bike ,5,This bike is very smooth to drive.
Yamaha R15S,4.6,Best Bike ,5,"Being a proud owner of this beast. I can say without any hesitation that not a single 150cc bike in the market rn can compete with this killing machine. From the design to the engine everything is of top-notch. A head-turner for sure wherever you will go, people won't keep their eyes off your bike. This bike has a whopping top speed of 149km/h which is mind-blowing. Sure a far better choice than RS 200 & KTM 125."
Yamaha R15S,4.6,Nice Bike ,5,It's a nice bike with good speed but the seat is pretty hard for long rides. The digital console is also top class. 
Yamaha R15S,4.6,Superb Bike ,5,This bike engine has VVT technology. It helps in generating the torque to get fast and have a slipper clutch.
Yamaha R15S,4.6,Good Bike ,5,I just see an extraordinary bike in this segment. It is a mileage oriented bike. My bike gives an average mileage of 52. I am the happiest man in the world. This bike makes me a real fan of Yamaha. 
Yamaha R15S,4.6,Average Bike ,4,Very good bike for racing and its very comfortable for riding. The last version V2 was not good at all comparatively V3.
Yamaha R15S,4.6,Good Bike ,5,"Yamaha YZF-R15 V3 Power comes from the new 155 ccs, liquid-cooled engine that produces 19 bhp at 10,000 rpm and 15 Nm of peak torque at 8500 rpm, which comes paired to a 6-speed gearbox. The engine runs on a higher compression ratio (11.6:1) and now gets lightweight forged aluminium piston. It also comes with variable valves actuation (VVA) that aids in providing torque at low rpm."
Yamaha R15S,4.6,Good Performance,4,"Performance-wise the mileage is outstanding. The front light is not brighter. We can't see the roads at night. Power delivery is fantastic. Braking is outstanding in this range. But build quality from Yamaha is unexpected, the machine is full of plastic but the good part is that it can help to reduce the weight. Comfort - if you love sports bikes you want to feel it then there will be a problem, when selecting helmet please chose light weight helmets."
Yamaha R15S,4.6,Awesome Bike ,5,I love this bike it has a powerful engine and the sound with all the great features. 
Yamaha R15S,4.6,Good Bike ,5,Yamaha YFZ R15 V3 is a good sportbike. Riding time and control is good. It also comes with ABS brakes.
Yamaha R15S,4.6,Awesome Bike.,5,"This bike is a sports bike, comfortable ride, good suspension, pick up and performance of the bike is also good."
Yamaha R15S,4.6,Great Bike.,3,Nice bike and worth of money. You can use this bike for 5 years perfectly. Good competitive bike compared to other same price bikes.
Yamaha R15S,4.6,Great Bike.,5,"The fastest knight that rules the Indian Streets. The R15 V3.0 is the beasted bike, I have ever throttled. Love to ride such an amazing machine."
Yamaha R15S,4.6,Awesome Bike.,5,It was totally unbelievable bike I have ever experienced like this type of bike. An awesome bike.
Yamaha R15S,4.6,Best Bike.,5,This is an awesome bike with a low service cost as well as the braking system is good.
Yamaha R15S,4.6,Most Comfortable ,5,Yamaha YZF R15 V3 is the best vehicle and available at reasonable prices. I take this bike on tours and it is very comfortable. 
Yamaha R15S,4.6,Excellent Bike.,5,It's a nice bike with amazing looks and it gives me a good mileage. Excellent bike.
Yamaha R15S,4.6,Great Bike.,5,The bike is an awesome and very powerful bike. It has 160km/h it's very powerful and great looking and price only 1.67lakhs.
Yamaha R15S,4.6,Nice Bike,5,This bike is so good it takes a speed In a second. I am lucky to purchase this bike.
Yamaha R15S,4.6,Good Bike.,5,Nice good mileage and pick up. The speed is very controlled and handle is very accurate in shape colour and graphic are best.
Yamaha R15S,4.6,Stunning Bike.,4,It's a Stunning Bike and every young boy's dream. The Bike is so attractive and Sporty Look. It's a Fantastic Generation of Racing Old is Gold Same Bikes from V2.0 to V3.0 
Yamaha R15S,4.6,Powerful Bike.,5,"Great performance, good looking. In the 150 cc segment, this bike is great. That was my dream bike and finally, I am proud to ride this beast."
Yamaha R15S,4.6,Good Bike.,5,"The bike has very good mileage, good brake system. Service cost is very low, good performance, sudden pickup."
Yamaha R15S,4.6,Super Pickup Bike.,5,Pickup is super. Now available in BS6 also. The bike has high pulling power
Yamaha R15S,4.6,Powerful Bike,5,Super look with great power and comfort.
Yamaha R15S,4.6,Lovely bike,4,"Very good speed and pickup, according to horsepower as compared to other bikes in these 150 CC engines."
Yamaha R15S,4.6,Nice Bike.,5,"This is a good bike. It is very smooth to drive on highways as well as in the city,"
Yamaha R15S,4.6,Great Bike.,5," R15 is the best sports bike. On this segment now the bs6 model looks more attractive than the previous model, excellent power and looks."
Yamaha R15S,4.6,Best Bike.,5,"Best bike for boys also best in class. Also, it looks like a superbike."
Yamaha R15S,4.6,Nice Bike.,5,"Its is the most powerful machine, Its build quality is awesome. Overall it is a good package."
Yamaha R15S,4.6,Good bike .,5,Good bike with great looks and also the mileage and comfort is good.
Yamaha R15S,4.6,Nice Bike.,5,"Perfect performance, the engine, the transmission is also very good easy to handle it in the highway."
Yamaha R15S,4.6,Bike performance,5,"Nice bike. Very smoothly handling, great and unique performance. Good bike form Yamaha."
Yamaha R15S,4.6,Excellent Bike.,5,"Superbike and delivers good mileage. Also, the braking system is good."
Yamaha R15S,4.6,Awesome Bike.,5,"Awesome ride, awesome features, comfortable seat, comfort riding, and the lights look very clearly. "
Yamaha R15S,4.6,Great Bike.,4,"Affordable bike in the budget, superb experience, solid pickup and awesome sound, comfort level is best. "
Yamaha R15S,4.6,Best Bike.,5,"Best in class, best in price, good pickup, good handling and also comfortable for long drives."
Yamaha R15S,4.6,Amazing bike .,5,"Awesome sportbike with fabulous look for mid-range people's. You are getting more power in this 155 CC segment bike. You are getting fully digital meter with gear indicator,slipper clutch,speed warning indicator, LED headlamp,etc."
